,Artist,Rating,Song,Year
80,Hellogoodbye,81,Here (In Your Arms),2007
81,Pretty Ricky,82,On The Hotline,2007
82,Gwen Stefani,83,Wind It Up,2007
83,Baby Bash feat. T-Pain,84,Cyclone,2007
84,Rihanna & Sean Paul,85,Break It Off,2007
85,Lifehouse,86,First Time,2007
86,50 Cent feat. Justin Timberlake & Timbaland,87,Ayo Technology,2007
87,Bow Wow feat. T-Pain & Johnta Austin,88,Outta My System,2007
88,Taylor Swift,89,Teardrops On My Guitar,2007
89,Rihanna,90,Shut Up And Drive,2007
90,Red Hot Chili Peppers,91,Snow ((Hey Oh)),2007
91,Ludacris feat. Pharrell,92,Money Maker,2007
92,Chris Brown feat. T-Pain,93,Kiss Kiss,2007
93,Nickelback,94,Far Away,2007
94,Crime Mob feat. Lil Scrappy,95,Rock Yo Hips,2007
95,Justin Timberlake,96,Lovestoned,2007
96,Hinder,97,Better Than Me,2007
97,Finger Eleven,98,Paralyzer,2007
98,Snoop Dogg feat. R. Kelly,99,That’s That,2007
99,R. Kelly and Usher,100,Same Girl,2007
0,Flo Rida feat. T-Pain,1,Low,2008
1,Leona Lewis,2,Bleeding Love,2008
2,Alicia Keys,3,No One,2008
3,Lil Wayne feat. Static Major,4,Lollipop,2008
4,Timbaland feat. OneRepublic,5,Apologize,2008
5,Jordin Sparks Duet With Chris Brown,6,No Air,2008
6,Sara Bareilles,7,Love Song,2008
7,Usher feat. Young Jeezy,8,Love In This Club,2008
8,Chris Brown,9,With You,2008
9,Chris Brown,10,Forever,2008
10,Ray J and Yung Berg,11,Sexy Can I,2008
11,Rihanna,12,Take A Bow,2008
12,Coldplay,13,Viva La Vida,2008
13,Katy Perry,14,I Kissed A Girl,2008
14,T.I.,15,Whatever You Like,2008
15,Rihanna,16,Disturbia,2008
16,Rihanna,17,Don’t Stop the Music,2008
17,Natasha Bedingfield,18,Pocketful of Sunshine,2008
18,Chris Brown feat. T-Pain,19,Kiss Kiss,2008
19,Ne-Yo,20,Closer,2008
20,Colbie Caillat,21,Bubbly,2008
21,Mariah Carey,22,Touch My Body,2008
22,Madonna feat. Justin Timberlake,23,4 Minutes,2008
23,Pink,24,So What,2008
24,Finger Eleven,25,Paralyzer,2008
25,Fergie,26,Clumsy,2008
26,Jason Mraz,27,I’m Yours,2008
27,Jesse McCartney,28,Leavin’,2008
28,Kardinal Offishall feat. Akon,29,Dangerous,2008
29,Jordin Sparks,30,Tattoo,2008
30,Miley Cyrus,31,See You Again,2008
31,Metro Station,32,Shake It,2008
32,OneRepublic,33,Stop And Stare,2008
33,Sean Kingston,34,Take You There,2008
34,M.I.A.,35,Paper Planes,2008
35,Katy Perry,36,Hot N Cold,2008
36,T.I. feat. Rihanna,37,Live Your Life,2008
37,Plies feat. Ne-Yo,38,Bust It Baby Part 2,2008
38,Estelle feat. Kanye West,39,American Boy,2008
39,Lil Wayne feat. T-Pain,40,Got Money,2008
40,Taylor Swift,41,Our Song,2008
41,Danity Kane,42,Damaged,2008
42,Lil Wayne,43,A Milli,2008
43,Buckcherry,44,Sorry,2008
44,Webbie feat. Lil’ Phat & Lil’ Boosie,45,Independent,2008
45,T-Pain feat. Lil Wayne,46,Can’t Believe It,2008
46,Alicia Keys,47,Like You’ll Never See Me Again,2008
47,Taylor Swift,48,Teardrops On My Guitar,2008
48,The Pussycat Dolls,49,When I Grow Up,2008
49,Snoop Dogg,50,Sensual Seduction,2008
50,Colby O’Donis feat. Akon,51,What You Got,2008
51,3 Doors Down,52,It’S Not My Time,2008
52,Leona Lewis,53,Better In Time,2008
53,Soulja Boy Tell’em,54,Crank That (Soulja Boy),2008
54,Linkin Park,55,Shadow Of The Day,2008
55,"Wyclef Jean feat. Akon, Lil Wayne & Niia",56,Sweetest Girl (Dollar Bill),2008
56,Ne-Yo,57,Miss Independent,2008
57,Secondhand Serenade,58,Fall For You,2008
58,Flo Rida feat. will.i.am,59,In The Ayer,2008
59,John Mayer,60,Say,2008
60,Jordin Sparks,61,One Step at A Time,2008
61,Rihanna feat. Ne-Yo,62,Hate That I Love You,2008
62,Lupe Fiasco feat. Matthew Santos,63,Superstar,2008
63,J. Holiday,64,Suffocate,2008
64,Kevin Rudolf feat. Lil Wayne,65,Let It Rock,2008
65,David Banner feat. Chris Brown,66,Get Like Me,2008
66,Colbie Caillat,67,Realize,2008
67,Young Jeezy feat. Kanye West,68,Put On,2008
68,David Cook,69,The Time Of My Life,2008
69,"Three 6 Mafia feat. Project Pat, Young D and Superpower",70,Lolli Lolli (Pop That Body),2008
70,Baby Bash feat. T-Pain,71,Cyclone,2008
71,Natasha Bedingfield feat. Sean Kingston,72,Love Like This,2008
72,Jonas Brothers,73,Burnin’ Up,2008
73,Kanye West,74,Love Lockdown,2008
74,The-Dream,75,I Luv Your Girl,2008
75,David Archuleta,76,Crush,2008
76,Plies feat. Akon,77,Hypnotized,2008
77,Fergie,78,Big Girls Don’t Cry,2008
78,Kanye West feat. T-Pain,79,Good Life,2008
79,Britney Spears,80,Womanizer,2008
80,Taylor Swift,81,Love Story,2008
81,Mary J. Blige,82,Just Fine,2008
82,Britney Spears,83,Piece Of Me,2008
83,Rick Ross feat. T-Pain,84,The Boss,2008
84,Kid Rock,85,All Summer Long,2008
85,Trey Songz,86,Can’t Help But Wait,2008
86,Gavin DeGraw,87,In Love With A Girl,2008
87,The Game feat. Lil Wayne,88,My Life,2008
88,Keyshia Cole,89,I Remember,2008
89,Kanye West feat. Dwele,90,Flashing Lights,2008
90,Lil Wayne feat. Bobby Valentino & Kidd Kidd,91,Mrs. Officer,2008
91,Miley Cyrus,92,7 Things,2008
92,Trace Adkins,93,You’re Gonna Miss This,2008
93,Gavin Rossdale,94,Love Remains The Same,2008
94,Daughtry,95,Feels Like Tonight,2008
95,Timbaland feat. Keri Hilson,96,The Way I Are,2008
96,Saving Abel,97,Addicted,2008
97,Santana feat. Chad Kroeger,98,Into The Night,2008
98,Keyshia Cole,99,Heaven Sent,2008
99,2 Pistols feat. T-Pain and Tay Dizm,100,She Got It,2008
0,The Black Eyed Peas,1,Boom Boom Pow,2009
1,Lady Gaga,2,Poker Face,2009
2,Lady Gaga feat. Colby O’Donis,3,Just Dance,2009
3,The Black Eyed Peas,4,I Gotta Feeling,2009
4,Taylor Swift,5,Love Story,2009
5,Flo Rida,6,Right Round,2009
6,Jason Mraz,7,I’m Yours,2009
7,Beyonce,8,Single Ladies (Put A Ring On It),2009
8,Kanye West,9,Heartless,2009
9,The All-American Rejects,10,Gives You Hell,2009
10,Taylor Swift,11,You Belong With Me,2009
11,T.I. feat. Justin Timberlake,12,Dead And Gone,2009
12,The Fray,13,You Found Me,2009
13,Kings Of Leon,14,Use Somebody,2009
14,Keri Hilson feat. Kanye West and Ne-Yo,15,Knock You Down,2009
15,Jamie Foxx feat. T-Pain,16,Blame It,2009
16,Pitbull,17,I Know You Want Me (Calle Ocho),2009
17,T.I. feat. Rihanna,18,Live Your Life,2009
18,Soulja Boy Tell ’em feat. Sammie,19,Kiss Me Thru The Phone,2009
19,Jay Sean feat. Lil Wayne,20,Down,2009
20,Miley Cyrus,21,The Climb,2009
21,Drake,22,Best I Ever Had,2009
22,Kelly Clarkson,23,My Life Would Suck Without You,2009
23,Beyonce,24,Halo,2009
24,Katy Perry,25,Hot n Cold,2009
25,Shinedown,26,Second Chance,2009
26,Britney Spears,27,Circus,2009
27,Kid Cudi,28,Day ‘n’ Nite,2009
28,Miley Cyrus,29,Party in the U.S.A.,2009
29,3OH!3,30,Don’t Trust Me,2009
30,"Jay-Z, Rihanna and Kanye West",31,Run This Town,2009
31,Kevin Rudolf feat. Lil Wayne,32,Let It Rock,2009
32,Sean Kingston,33,Fire Burning,2009
33,Jason DeRulo,34,Whatcha Say,2009
34,Lady Gaga,35,Lovegame,2009
35,Katy Perry,36,Waking Up In Vegas,2009
36,Jeremih,37,Birthday Sex,2009
37,Pink,38,Sober,2009
38,Britney Spears,39,Womanizer,2009
39,T.I.,40,Whatever You Like,2009
40,Mariah Carey,41,Obsessed,2009
41,Ne-Yo,42,Mad,2009
42,Cobra Starship feat. Leighton Meester,43,Good Girls Go Bad,2009
43,Kanye West,44,Love Lockdown,2009
44,Pink,45,So What,2009
45,Pitbull,46,Hotel Room Service,2009
46,"Eminem, Dr. Dre and 50 Cent",47,Crack A Bottle,2009
47,Beyonce,48,If I Were A Boy,2009
48,Keri Hilson feat. Lil Wayne,49,Turning Me On,2009
49,The Pussycat Dolls,50,I Hate This Part,2009
50,Nickelback,51,Gotta Be Somebody,2009
51,Pink,52,Please Don’t Leave Me,2009
52,Lady Gaga,53,Paparazzi,2009
53,Akon feat. Colby O’Donis and Kardinal Offishall,54,Beautiful,2009
54,Coldplay,55,Viva la Vida,2009
55,Akon,56,Right Now (Na Na Na),2009
56,Jordin Sparks,57,Battlefield,2009
57,Flo Rida feat. Wynter,58,Sugar,2009
58,Ne-Yo,59,Miss Independent,2009
59,Owl City,60,Fireflies,2009
60,Linkin Park,61,New Divide,2009
61,Jay-Z + Alicia Keys,62,Empire State Of Mind,2009
62,Daughtry,63,No Surprise,2009
63,Shakira,64,She Wolf,2009
64,Mario feat. Gucci Mane and Sean Garrett,65,Break Up,2009
65,Beyonce,66,Sweet Dreams,2009
66,Young Money,67,Every Girl,2009
67,Colbie Caillat,68,Fallin’ For You,2009
68,The Veronicas,69,Untouched,2009
69,Nickelback,70,If Today Was Your Last Day,2009
70,Fabolous feat. The-Dream,71,Throw It In The Bag,2009
71,Boys Like Girls,72,Love Drunk,2009
72,Asher Roth,73,I Love College,2009
73,Britney Spears,74,If U Seek Amy,2009
74,Jason Aldean,75,Big Green Tractor,2009
75,Taylor Swift,76,White Horse,2009
76,Rihanna,77,Disturbia,2009
77,Green Day,78,21 Guns,2009
78,Soulja Boy Tell’em,79,Turn My Swag On,2009
79,The-Dream,80,Rockin’ That Thang,2009
80,Zac Brown Band,81,Chicken Fried,2009
81,Beyonce,82,Diva,2009
82,Iyaz,83,Replay,2009
83,Brad Paisley,84,Then,2009
84,Rob Thomas,85,Her Diamonds,2009
85,Jesse McCartney feat. Ludacris,86,How Do You Sleep?,2009
86,Britney Spears,87,3,2009
87,"Drake feat. Kanye West, Lil Wayne and Eminem",88,Forever,2009
88,Justin Bieber,89,One Time,2009
89,Lady Antebellum,90,I Run To You,2009
90,Kelly Clarkson,91,I Do Not Hook Up,2009
91,John Legend feat. Andre 3000,92,Green Light,2009
92,Billy Currington,93,People Are Crazy,2009
93,Zac Brown Band,94,Whatever It Is,2009
94,Kelly Clarkson,95,Already Gone,2009
95,Kristinia DeBarge,96,Goodbye,2009
96,Michael Franti and Spearhead feat. Cherine Anderson,97,Say Hey (I Love You),2009
97,Jim Jones and Ron Browz feat. Juelz Santana,98,Pop Champagne,2009
98,Maxwell,99,Pretty Wings,2009
99,The Fray,100,Never Say Never,2009
0,Ke$ha,1,TiK ToK,2010
1,Lady Antebellum,2,Need You Now,2010
2,Train,3,"Hey, Soul Sister",2010
3,Katy Perry feat. Snoop Dogg,4,California Gurls,2010
4,Usher feat. will.i.am,5,OMG,2010
5,B.o.B feat. Hayley Williams,6,Airplanes,2010
6,Eminem feat. Rihanna,7,Love The Way You Lie,2010
7,Lady Gaga,8,Bad Romance,2010
8,Taio Cruz,9,Dynamite,2010
9,Taio Cruz feat. Ludacris,10,Break Your Heart,2010
10,B.o.B feat. Bruno Mars,11,Nothin’ On You,2010
11,Enrique Iglesias feat. Pitbull,12,I Like It,2010
12,Young Money feat. Lloyd,13,Bedrock,2010
13,Jason Derulo,14,In My Head,2010
14,Rihanna,15,Rude Boy,2010
15,Lady Gaga feat. Beyonce,16,Telephone,2010
16,Katy Perry,17,Teenage Dream,2010
17,Bruno Mars,18,Just The Way You Are,2010
18,Mike Posner,19,Cooler Than Me,2010
19,Black Eyed Peas,20,Imma Be,2010
20,Jay-Z and Alicia Keys,21,Empire State of Mind,2010
21,Usher feat. Pitbull,22,DJ Got Us Fallin’ in Love,2010
22,Travie McCoy feat. Bruno Mars,23,Billionaire,2010
23,Eminem,24,Not Afraid,2010
24,Iyaz,25,Replay,2010
25,David Guetta feat. Akon,26,Sexy Chick,2010
26,The Script,27,Breakeven,2010
27,Ke$ha,28,Your Love Is My Drug,2010
28,Black Eyed Peas,29,I Gotta Feeling,2010
29,Owl City,30,Fireflies,2010
30,Trey Songz feat. Fabolous,31,Say Aah,2010
31,Drake,32,Find Your Love,2010
32,Lady Gaga,33,Alejandro,2010
33,Jason Derulo,34,Ridin’ Solo,2010
34,Nelly,35,Just A Dream,2010
35,Ludacris,36,How Low,2010
36,Far East Movement feat. The Cataracs and Dev,37,Like A G6,2010
37,Timbaland feat. Justin Timberlake,38,Carry Out,2010
38,Michael Buble,39,Haven’t Met You Yet,2010
39,Flo Rida feat. David Guetta,40,Club Can’t Handle Me,2010
40,Jay Sean feat. Lil Wayne,41,Down,2010
41,La Roux,42,Bulletproof,2010
42,Jason Derulo,43,Whatcha Say,2010
43,Justin Bieber feat. Ludacris,44,Baby,2010
44,Adam Lambert,45,Whataya Want From Me,2010
45,Taylor Swift,46,Mine,2010
46,Rihanna,47,Only Girl (In The World),2010
47,Kris Allen,48,Live Like We’re Dying,2010
48,Rihanna feat. Jeezy,49,Hard,2010
49,Jay-Z and Mr. Hudson,50,Young Forever,2010
50,Ke$ha feat. 3OH!3,51,Blah Blah Blah,2010
51,Trey Songz feat. Nicki Minaj,52,Bottoms Up,2010
52,Jay Sean feat. Sean Paul & Lil Jon,53,Do You Remember,2010
53,OneRepublic,54,All The Right Moves,2010
54,Orianthi,55,According To You,2010
55,Ludacris feat. Nicki Minaj,56,My Chick Bad,2010
56,Taylor Swift,57,You Belong With Me,2010
57,Black Eyed Peas,58,Meet Me Halfway,2010
58,Ke$ha,59,Take It Off,2010
59,Drake,60,Over,2010
60,Neon Trees,61,Animal,2010
61,Maroon 5,62,Misery,2010
62,B.o.B feat. Rivers Cuomo,63,Magic,2010
63,Lady Gaga,64,Paparazzi,2010
64,New Boyz feat. Ray J,65,Tie Me Down,2010
65,Nicki Minaj,66,Your Love,2010
66,Miley Cyrus,67,Party In The U.S.A.,2010
67,Chris Brown feat. Tyga and Kevin McCall,68,Deuces,2010
68,Britney Spears,69,3,2010
69,Shontelle,70,Impossible,2010
70,"Drake feat. Kanye West, Lil Wayne and Eminem",71,Forever,2010
71,Boys Like Girls feat. Taylor Swift,72,Two Is Better Than One,2010
72,3OH!3 feat. Ke$ha,73,My First Kiss,2010
73,Kelly Clarkson,74,Already Gone,2010
74,Black Eyed Peas,75,Rock That Body,2010
75,OneRepublic,76,Secrets,2010
76,Selena Gomez and The Scene,77,Naturally,2010
77,Alicia Keyes,78,Un-Thinkable (I’m Ready),2010
78,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",79,All I Do Is Win,2010
79,"Kevin Rudolf feat. Birdman, Jay Sean, & Lil Wayne",80,I Made It (Cash Money Heroes),2010
80,Sugarland,81,Stuck Like Glue,2010
81,Usher feat. Plies,82,Hey Daddy (Daddy’s Home),2010
82,Usher,83,There Goes My Baby,2010
83,Taylor Swift,84,Today Was A Fairytale,2010
84,Timbaland feat. Drake,85,Say Something,2010
85,Beyonce,86,Sweet Dreams,2010
86,Kings of Leon,87,Use Somebody,2010
87,Carrie Underwood,88,Undo It,2010
88,Sean Kingston and Justin Bieber,89,Eenie Meenie,2010
89,Lil Wayne feat. Drake,90,Right Above It,2010
90,Miranda Lambert,91,The House That Built Me,2010
91,The Band Perry,92,If I Die Young,2010
92,Paramore,93,The Only Exception,2010
93,Lady Antebellum,94,American Honey,2010
94,Sara Bareilles,95,King Of Anything,2010
95,Daughtry,96,Life After You,2010
96,Uncle Kraker,97,Smile,2010
97,Cali Swag District,98,Teach Me How To Dougie,2010
98,Alicia Keyes,99,Try Sleeping With A Broken Heart,2010
99,Jerrod Niemann,100,"Lover, Lover",2010
0,Adele,1,Rolling In The Deep,2011
1,LMFAO feat. Lauren Bennett & GoonRock,2,Party Rock Anthem,2011
2,Katy Perry,3,Firework,2011
3,Katy Perry feat. Kanye West,4,E.T.,2011
4,"Pitbull feat. Ne-Yo, Afrojack & Nayer",5,Give Me Everything,2011
5,Bruno Mars,6,Grenade,2011
6,Cee Lo Green,7,F**K You (Forget You),2011
7,Nicki Minaj,8,Super Bass,2011
8,Maroon 5 feat. Christina Aguilera,9,Moves Like Jagger,2011
9,The Black Eyed Peas,10,Just Can’t Get Enough,2011
10,Jennifer Lopez feat. Pitbull,11,On The Floor,2011
11,Rihanna,12,S&M,2011
12,Foster The People,13,Pumped Up Kicks,2011
13,Katy Perry,14,Last Friday Night (T.G.I.F.),2011
14,Bruno Mars,15,Just The Way You Are,2011
15,Enrique Iglesias feat. Ludacris & DJ Frank E,16,Tonight (I’m Lovin’ You),2011
16,P!Nk,17,Raise Your Glass,2011
17,Lady Gaga,18,Born This Way,2011
18,P!Nk,19,F**Kin’ Perfect,2011
19,Rihanna feat. Drake,20,What’s My Name?,2011
20,Chris Brown feat. Lil Wayne & Busta Rhymes,21,Look At Me Now,2011
21,Jeremih feat. 50 Cent,22,Down On Me,2011
22,Lil Wayne,23,How To Love,2011
23,Adele,24,Someone Like You,2011
24,OneRepublic,25,Good Life,2011
25,Bruno Mars,26,The Lazy Song,2011
26,Britney Spears,27,Till The World Ends,2011
27,Lupe Fiasco,28,The Show Goes On,2011
28,Lady Gaga,29,The Edge Of Glory,2011
29,Ke$Ha,30,We R Who We R,2011
30,Wiz Khalifa,31,Black And Yellow,2011
31,Hot Chelle Rae,32,Tonight Tonight,2011
32,Ke$Ha,33,Blow,2011
33,Bad Meets Evil feat. Bruno Mars,34,Lighters,2011
34,The Band Perry,35,If I Die Young,2011
35,Gym Class Heroes feat. Adam Levine,36,Stereo Hearts,2011
36,The Black Eyed Peas,37,The Time (Dirty Bit),2011
37,Diddy – Dirty Money feat. Skylar Grey,38,Coming Home,2011
38,Pitbull feat. T-Pain,39,Hey Baby (Drop It To The Floor),2011
39,Rihanna,40,Only Girl (In The World),2011
40,Lil Wayne feat. Cory Gunz,41,6 Foot 7 Foot,2011
41,Lady Antebellum,42,Just A Kiss,2011
42,Jason Aldean,43,Dirt Road Anthem,2011
43,Taio Cruz,44,Dynamite,2011
44,Waka Flocka Flame feat. Roscoe Dash & Wale,45,No Hands,2011
45,Britney Spears,46,I Wanna Go,2011
46,"DJ Khaled feat. Drake, Rick Ross & Lil Wayne",47,I’m On One,2011
47,Cobra Starship feat. Sabi,48,You Make Me Feel…,2011
48,Chris Brown,49,Yeah 3x,2011
49,Nicki Minaj feat. Drake,50,Moment 4 Life,2011
50,Dr. Dre feat. Eminem & Skylar Grey,51,I Need A Doctor,2011
51,Nelly,52,Just A Dream,2011
52,Kelly Rowland feat. Lil Wayne,53,Motivation,2011
53,Edward Maya & Vika Jigulina,54,Stereo Love,2011
54,Christina Perri,55,Jar Of Hearts,2011
55,Wiz Khalifa,56,Roll Up,2011
56,LMFAO,57,Sexy And I Know It,2011
57,Far*East Movement feat. Ryan Tedder,58,Rocketeer,2011
58,Kanye West,59,All Of The Lights,2011
59,Britney Spears,60,Hold It Against Me,2011
60,Usher,61,More,2011
61,Avril Lavigne,62,What The Hell,2011
62,Tinie Tempah feat. Eric Turner,63,Written In The Stars,2011
63,Trey Songz feat. Nicki Minaj,64,Bottoms Up,2011
64,Usher feat. Pitbull,65,DJ Got Us Fallin’ In Love,2011
65,The Script,66,For The First Time,2011
66,Blake Shelton,67,Honey Bee,2011
67,Jason Aldean With Kelly Clarkson,68,Don’t You Wanna Stay,2011
68,Rihanna feat. Calvin Harris,69,We Found Love,2011
69,Keri Hilson,70,Pretty Girl Rock,2011
70,Lady Gaga,71,You And I,2011
71,Far*East Movement feat. Cataracs & Dev,72,Like A G6,2011
72,David Guetta feat. Usher,73,Without You,2011
73,Taylor Swift,74,Back To December,2011
74,Katy Perry,75,Teenage Dream,2011
75,Eli Young Band,76,Crazy Girl,2011
76,Rihanna,77,Cheers (Drink To That),2011
77,Selena Gomez & The Scene,78,Who Says,2011
78,Jake Owen,79,Barefoot Blue Jean Night,2011
79,Zac Brown Band feat. Jimmy Buffett,80,Knee Deep,2011
80,Luke Bryan,81,Country Girl (Shake It For Me),2011
81,Brad Paisley With Carrie Underwood,82,Remind Me,2011
82,Dev,83,In The Dark,2011
83,New Boyz feat. The Cataracs & Dev,84,Backseat,2011
84,Drake,85,Headlines,2011
85,Beyonce,86,Best Thing I Never Had,2011
86,Jason Derulo,87,Don’t Wanna Go Home,2011
87,David Guetta feat. Flo Rida & Nicki Minaj,88,Where Them Girls At,2011
88,Chris Brown,89,She Ain’t You,2011
89,Rodney Atkins,90,Take A Back Road,2011
90,Mike Posner,91,Please Don’t Go,2011
91,Miguel,92,Sure Thing,2011
92,Jessie J feat. B.O.B,93,Price Tag,2011
93,Blake Shelton,94,God Gave Me You,2011
94,Lil Wayne feat. Drake,95,She Will,2011
95,Thompson Square,96,Are You Gonna Kiss Me Or Not,2011
96,Neon Trees,97,Animal,2011
97,Kenny Chesney feat. Grace Potter,98,You And Tequila,2011
98,Zac Brown Band,99,Colder Weather,2011
99,Big Sean feat. Chris Brown,100,My Last,2011
0,Gotye feat. Kimbra,1,Somebody That I Used To Know,2012
1,Carly Rae Jepsen,2,Call Me Maybe,2012
2,fun. feat. Janelle Monae,3,We Are Young,2012
3,Maroon 5 feat. Wiz Khalifa,4,Payphone,2012
4,Ellie Goulding,5,Lights,2012
5,The Wanted,6,Glad You Came,2012
6,Kelly Clarkson,7,Stronger (What Doesn’t Kill You),2012
7,Rihanna feat. Calvin Harris,8,We Found Love,2012
8,Nicki Minaj,9,Starships,2012
9,One Direction,10,What Makes You Beautiful,2012
10,Flo Rida feat. Sia,11,Wild Ones,2012
11,Adele,12,Set Fire To The Rain,2012
12,LMFAO,13,Sexy And I Know It,2012
13,fun.,14,Some Nights,2012
14,Katy Perry,15,Wide Awake,2012
15,Flo Rida,16,Good Feeling,2012
16,Flo Rida,17,Whistle,2012
17,Maroon 5,18,One More Night,2012
18,Train,19,Drive By,2012
19,Drake feat. Lil Wayne,20,The Motto,2012
20,Rihanna,21,Where Have You Been,2012
21,Neon Trees,22,Everybody Talks,2012
22,Drake feat. Rihanna,23,Take Care,2012
23,David Guetta feat. Sia,24,Titanium,2012
24,Jason Mraz,25,I Won’t Give Up,2012
25,Bruno Mars,26,It Will Rain,2012
26,"Kanye West, Big Sean, Pusha T, 2 Chainz",27,Mercy,2012
27,Justin Bieber,28,Boyfriend,2012
28,LMFAO feat. Lauren Bennett & GoonRock,29,Party Rock Anthem,2012
29,Alex Clare,30,Too Close,2012
30,Katy Perry,31,Part Of Me,2012
31,Snoop Dogg and Wiz Khalifa feat. Bruno Mars,32,"Young, Wild & Free",2012
32,Taylor Swift,33,We Are Never Ever Getting Back Together,2012
33,Justin Bieber feat. Big Sean,34,As Long as You Love Me,2012
34,David Guetta feat. Nicki Minaj,35,Turn Me On,2012
35,Maroon 5 feat. Christina Aguilera,36,Moves Like Jagger,2012
36,P!nk,37,Blow Me (One Last Kiss),2012
37,Owl City and Carly Rae Jepsen,38,Good Time,2012
38,Demi Lovato,39,Give Your Heart A Break,2012
39,Jay Z and Kanye West,40,Ni**As In Paris,2012
40,Katy Perry,41,The One That Got Away,2012
41,Calvin Harris,42,Feel So Close,2012
42,Adele,43,Someone Like You,2012
43,Usher,44,Scream,2012
44,Tyga,45,Rack City,2012
45,Jessie J,46,Domino,2012
46,PSY,47,Gangnam Style,2012
47,Pitbull feat. Chris Brown,48,International Love,2012
48,Phillip Phillips,49,Home,2012
49,David Guetta feat. Usher,50,Without You,2012
50,Gym Class Heroes feat. Neon Hitch,51,Ass Back Home,2012
51,Hunter Hayes,52,Wanted,2012
52,Luke Bryan,53,Drunk On You,2012
53,2 Chainz feat. Drake,54,No Lie,2012
54,Cher Lloyd,55,Want U Back,2012
55,Chris Brown,56,Don’t Wake Me Up,2012
56,Big Sean feat. Nicki Minaj,57,Dance (A$$),2012
57,Eric Church,58,Springsteen,2012
58,Karmin,59,Brokenhearted,2012
59,Gavin DeGraw,60,Not Over You,2012
60,Gym Class Heroes feat. Adam Levine,61,Stereo Hearts,2012
61,Pitbull,62,Back In Time,2012
62,J. Cole,63,Work Out,2012
63,Adele,64,Rumour Has It,2012
64,Calvin Harris feat. Ne-Yo,65,Let’s Go,2012
65,Carrie Underwood,66,Good Girl,2012
66,Little Big Town,67,Pontoon,2012
67,The Lumineers,68,Ho Hey,2012
68,Coldplay,69,Paradise,2012
69,Carrie Underwood,70,Blown Away,2012
70,Adele,71,Rolling In The Deep,2012
71,Usher,72,Climax,2012
72,Wiz Khalifa,73,"Work Hard, Play Hard",2012
73,Ne-Yo,74,Let Me Love You (Until You Learn To Love Yourself),2012
74,Nicki Minaj,75,Pound The Alarm,2012
75,Kenny Chesney,76,Come Over,2012
76,Trey Songz,77,Heart Attack,2012
77,Kirko Bangz,78,Drank In My Cup,2012
78,Rihanna feat. Chris Brown,79,Birthday Cake,2012
79,B.o.B,80,So Good,2012
80,Train,81,50 Ways To Say Goodbye,2012
81,Toby Keith,82,Red Solo Cup,2012
82,Selena Gomez and The Scene,83,Love You Like A Love Song,2012
83,Chris Brown,84,Turn Up The Music,2012
84,Ke$ha,85,Die Young,2012
85,T-Pain feat. Wiz Khalifa and Lily Allen,86,5 O’Clock,2012
